id_business,review,date,#_stars,predicted_sentiment,prediction_probability
0,"Accueil, service, qualité du menu à 18EUR, qualité des produits (viande de boeuf : excellente), champagne Magnum Besserat de Bellefon... Tout est parfait ! Le cadre moderne, intime, musique d'ambiance, variétés adaptées à la clientèle présente .... il est vraiment très appréciable de constater autant de soin pour satisfaire la clientèle ! Sf le dimanche, 2 menus sont proposés : 14 EUR pr 2 plats et 18EUR pr 3 plats.... j'ai beaucoup apprécié celui à 18 EUR que je recommande absolument ! Ns y retourneons en mai pr fêter dignement un anniversaire après la sacro-sainte visite de la cathédrale....",16/03/2010,5,POSITIVE,0.9616835935552968
0,"Séduit Un joli décor, une ambiance assez feutrée, un personnel agréable, et surtout une cuisine raffinée et originale, j'ai réellement apprécié ce restaurant ! Je le conseille vivement pour les repas à 2, maxi 4, lors d'une envie de bonne cuisine et de calme, moins pour les moments festifs en groupe. En +, une bonne surprise en réservant via La Fourchette : une coupe de champagne offerte ! Ça fait toujours plaisir d'être bien accueilli !",13/03/2010,5,POSITIVE,0.9614637935901006
0,"Restaurant exceptionel Pour la qualitée du service et la préstation dégustative, je mettrais un 19/20. La seul chose négative... mais qui n'est qu'un détai, c'est que nous sommes allés manger à la St valentin et qu'il faisait froid dehors alors quand des gens rentraient on sentaient un peu le froid mais sinon nous sommes agréablement surpris de ce petit restaurant qui propose une qualitée exceptionelle. Nous vous le conseillons vivement. Et tout cela pour un prix raisonnable.",14/02/2010,5,POSITIVE,0.9310460428721843
0,"Nouveau décor Quelle surprise ! Nouvelle carte avec toujours autant de choix et surtout la même régularité mais surtout le décor a complètement changé... miroir noir et or, lustre à pampilles, murs noir et drapé blanc au plafond... on est bluffé ! Allez-y vite.",24/01/2010,5,POSITIVE,0.9501445874897657
0,"Belle découverte Je suis venue manger dans ce restaurant une fois et j'ai trouvé ça super, on y mange bien les serveurs sont très acceuillants, allez y vous ne serez pas déçus.",21/01/2010,5,POSITIVE,0.9579932546625929
0,"A découvrir absolument ! Dans un cadre raffiné et cosy, accueil et service dès plus agréable. Cuisine inventive et maitrisée pour un rapport qualité-prix plus qu'abordable.",20/01/2010,5,POSITIVE,0.9575433214535406
0,"Très déçu Je m'y suis rendu début juillet avec ma femme et je doit dire que j'ai été vraiment déçu. Peut-être que je ne suis pas venu à la bonne période, mais franchement un filet de rouget à la carte pas loin de 40€ avec un maximum n'arrêtes, une brochettes de fruits de supermarché en dessert (la moitié n'étaient pas mûrs du tout). Pour ce qui est du cadre et de la réception pas grand chose à reprocher, par contre pour le repas, il n'était pas à la hauteur du prix, 120€ à deux pour manger des produits surgelés (je ne m'avance pas sans preuve) ça reste quand même moyen.",11/11/2009,3,NEGATIVE,0.9691038092951639
0,"Restaurant... original ! Rien de plus agréable qu'un personnel bien attentionné, ce qui est le cas de ce restaurant. Ambiance zen atypique lui donne tout un charme. Repas ""gastronomique"" pour un prix raisonnable. Idéal pour un diner romantique. A faire !",05/09/2009,5,POSITIVE,0.9258544549266942
0,"Une très bonne table Un cadre ohhh ""so romantique"" avec une table de très bonne qualité, l'ambiance est un peu tamisé, le service est de qualité et très discret. C'est un établissement de petite taille, il vaut mieux reserver à l'avance. Très ravi.",31/08/2009,4,POSITIVE,0.936334555669886
0,"Sympa mais un peu cher Le cadre est très sympa, ce n'est pas un endroit pour ceux qui aimemt bien voir ce qu'il y a dans leur assiette ! Au niveau quantité, c'est un peu juste aussi, a déconseiller pour les gros mangeurs !",19/11/2008,4,NEGATIVE,0.6583728272151663
1,"La carte des encas salés en dehors des heures de repas est suffisamment extensive pour satisfaire tous les appétits. L'accueil est chaleureux, la cuisine simple mais savoureuse, et le décor années 1930, dont une verrière art déco, est agrémenté d'une touche de folie éclectique non sans humour. La carte des vins et champagnes est tout à fait correcte avec un accent sur les vins du cru et des régions voisines pour s'accommoder avec tous les plats proposés. Le service est cordial, attentif et chaleureux. On est bien au Café du Palais.",17/07/2019,5,POSITIVE,0.9092466270321823
1,"Endroit très sympathique par sa décoration et l'accueil des personnels. Nous sommes arrivés à 19h, un samedi soir. Je pense que nous avons eu la dernière table. Le restaurant était affiché complet. Les plats sont bons, même si j'ai été déçu des tagliatelles un peu trop cuites et mal assaisonné. Addition correcte vu le lieu et moment agréable",29/09/2017,4,POSITIVE,0.6860232284793497
1,"Très belle expérience dans un endroit insolite où règne la bonne humeur et une certaine idée de la convivialité à la française. Question plats, du simple mais du bon.",12/12/2016,5,POSITIVE,0.9296774516687165
1,"Parfait pour voyager agréablement dans le temps...la je suis dans les années 1920- 1930... Je me laisse porter par le son jazzy et me voilà chapeautée ,attablée a déguster un chocolat chaud viennois tout comme ces élégantes de l'époque !! J'aime rêver et ce lieu est porteur...ne nous retenons pas! L'accueil y est agréable et les serveurs sont attentifs et avenants... Tout est prévu pour y passer un très bon moment ,un peu en décalage du temps... Là , ce matin, mon esprit vagabonde et je savoure pleinement !! Ne pas hésiter a venir y prendre un goûter ,ou y déjeuner, les menus proposés semblent prometteurs.",03/12/2015,5,POSITIVE,0.9439324090194754
1,"Merveilleux moments La vie est faite de souvenirs, celui-ci restera toujours en moi. Beaucoup de qualificatifs dans ce lieu unique,magique lors des concerts, le champagne toujours bien choisi, les assiettes succulentes et les desserts très gourmands. La direction et le personnel très professionnels.",27/06/2012,4,POSITIVE,0.9663810800952998
1,"Une adresse incontournable sur Reims Adresse incontournable sur Reims. Les plats sont frais et délicieux, les desserts du jour sont savoureux. Tout est cuisiné du jour, le service est de qualité, dans une ambiance familiale comme nulle part ailleurs. Dans la même famille depuis 1930, à lire l'historique de ce lieu magique sur les cartes du restaurant et sur le site internet du Café du Palais.",06/11/2011,5,POSITIVE,0.967101795264795
1,Juste une precision : le café est en face du palais de justice et non de l opéra anciennement appelé grand theatre.,09/03/2011,4,POSITIVE,0.5310368309198537
1,"Un authentique café art-déco très sympa et d'époque où on se régale avec tous ses plats à base de morille, foie gras, saumon, jambon de Reims......  N'étant pas de Reims j'ai pu goûter le jambon de Reims et la glace aux biscuits roses de Reims, un régal!!  Et tout ça pour pas trop cher. Vous avez deux menus à 32 et 36 euros.",09/02/2011,5,POSITIVE,0.9314926693298008
1,"Super !!! Les plats sont excellents c'est de la VRAIE cuisine, je recommande les pâtes aux foie gras et morilles et pour les amateurs de fromage laissez vous tenter par l'assiette de fromage avec un verre de vin rouge. La déco est superbe, venue d'une autre époque. On se sent complétement ailleurs. Prendre une coupe de champagne cuvée café du palais (excellente) en amoureux c'est très agréable. En bref j'ai vraiment eu un coup de coeur pour ce restaurant.",25/02/2010,5,POSITIVE,0.967522655052248
1,"Chic ! Très bel endroit, un peu hors du temps avec une super déco et une ambiance parisienne. Idéal en millieu de journée pour une petite coupe de champagne ou un sandwich de très bonne qualité, clientèle très eclectique de l'avocat au bobo en passant par le grand mère branchée...",08/02/2010,4,POSITIVE,0.9377164375182017
1,"J'y suis comme chez moi Lieu insolite rémois. Que l'on y aille pour prendre un café, y déjeuner, prendre l'apéro ou même désormais, pour y dîner ; l'accueil y est systématiquement sympathique et souriant. Les plats sont de très bonne qualité, la carte est variée, permettant parfois de redécouvrir des plats traditionnels oubliés. La richesse de la déco et du mobilier permet d'avoir des ambiances différentes. Mon coin favori est ""le salon de grand-mère"", canapé et fauteuils en cuir rouge, très sympa avec une p'tite flûte de champagne à la main !",25/11/2008,5,POSITIVE,0.9433441838376295
1,"Café du Palais Quel leçon de commerce... Dès l'entrée passée, l'amabilité, le sourire du personnel sont à l'image de la maison. Beaucoup dans ce métier devrait y prendre des leçons... La cuisine n'a rien à dire (si ce n'est peut être le prix des salades : 22 euros) mais le bonheur se paie...",17/07/2008,4,POSITIVE,0.7304384912488048
1,"Très beau décor, cuisine délicieuse Le décor de la salles est magnifique, tout art déco parfois insolite. Le service est impeccable, les plats savoureux et bien présentés. Ce restaurant est vivement conseillé, mais arriver tôt, sinon pas de place! Un bémol cependant : la clientèle habituée est parfois un peu jet-set et assez dédaigneuse de ses voisins sans rolex....A part ça : délices des papilles au rendez-vous!",30/03/2008,5,POSITIVE,0.9643797105401442
1,"Grand plaisir Une ambiance chaude et chaleureuse, un service trés correct. Pensez à reserver surtout le samedi midi et essayez le gratin dauphinois. L'occasion aussi pour vous peut etre de gouter le ""Bouzy"" (vin rouge champenois). L'addition n'est pas légère mais aprés avoir passé un si bon moment on l'accepte sans regret.",11/12/2007,4,POSITIVE,0.9236538387956594
1,"Un lieu incontournable... ! Le café du Palais est un endroit incontournable à Reims C'est un café où déjeuner le midi est un véritable plaisir. Vous pourrez y déguster de nombreuses recettes excellentissimes. Quant à votre gosier il ne pourra que s'émerveiller au passage des fameux vins qui vous auront été proposés. L'ambiance familiale et chaude qui règne est plaisante. Le décor est magnifique et la verrière des années 30 vous fait voyager dans le temps. Enfin, le mieux est d'y aller juger par vous même et croyez moi vous ne serez pas déçus.",23/10/2006,5,POSITIVE,0.9581469515480471
1,"Une douce suavité Voilà au moins une institution dont on peut être fier ! Le seul malheur est la fermeture hâtive à 20h, on se prend à imaginer le Palais à 23h avec un bon orchestre de jazz... mais bon ! A part ça, c'est un vrai bonheur : décor chaud et baroque, on se croirait dans un roman de Pouchkine, petite musique de jazz en fond toujours choisie avec goût. Beaucoup d'habitués et les quelques artistes de la ville y ont élu leur QG, les boissons sont d'une grande qualité, ainsi que les plats du midi. Terrasse en été et fond de salle en hiver dans les banquettes en cuir patiné.",08/04/2005,5,POSITIVE,0.9339992151128391
2,"Accueil familier, décoration atypique, nourriture exceptionnelle. Carte de champagne et de vin diversifiée. Un seul conseil allez y les yeux fermés ! At least one Time, a lot !",29/09/2018,5,POSITIVE,0.9156865714044513
2,"De passage rapide à Reims, j'ai regardé sur Yelp et trouvé ce restaurant. J'ai goûté l'entrée "" poulpe snacké "": délicieuse! J'ai déjeuné en terrasse à l'ombre avec une légère brise: parfait pour ce court arrêt avant de reprendre la route.  À tester.",31/07/2018,5,POSITIVE,0.8914593948083785
2,Repas du midi avec 3 enfants.  La déco et l'accueil sont sympa.  Les plats sont bons mais sans doute trop chers pour ce qu'ils sont.  Un peu trop bobo au final...,11/04/2018,3,NEGATIVE,0.7785199925485408
2,"Une belle adresse. Un joli cadre, de bons produits. J'y retourne dès que possible avec grand plaisir.",09/05/2016,4,POSITIVE,0.9318077688437794
2,"J'ai adoré l'ambiance qui se dégage du resto les cornichons:  Une super sélection de burgers et viandes, un menu du jour qui change tout le temps, de bonnes boissons, et une déco vintage très agréable. On est à l'aise aux cornichons! Probablement les meilleures frites que j'ai goutées de toute ma vie ! Vegan et allergies friendly. Le quartier n'est pas le centre de Reims mais très agréable et calme pour ensuite faire une promenade. Une petite terrasse aménagée avec des tonneaux qui font office de tables hautes pour simplement prendre un verre: J'ai beaucoup apprécié l'endroit qui m'avait été conseillé par un Rémois !",19/11/2015,5,POSITIVE,0.9639178132466963
2,"Délicieux, tres bonne table, l'encornet au chorizo est une merveille. La souris d'agneau excellente les légumes super fondants. Je recommande cette table qui me rappelle la chaine ""Marcel & Ginette les tartines"". Je reviendrais c'est sur",05/11/2015,5,POSITIVE,0.9666531952071382
2,"Bistrot français disposant d'une très belle carte pour les amateurs de viande, en photo ci-dessous. J'ai pris l'onglet de bœuf en croûte de romarin, accompagné de frites maison, d'une salade (18,5€) et d'un verre de vin rouge. Tout était parfait, de la cuisson de la viande aux frites, on ne regrette pas l'addition ! Idéal pour un repas lorsque l'on a le temps d'en profiter !",31/10/2015,5,POSITIVE,0.8742437617854248
2,"Un très bon petit restaurant, l'ambiance y est sympathique, les plats sont très bon, ça sent la fraîcheur des ingrédients et le petit plus des cuistots. Loin du tumulte du ""centre"", l'ai déjà conseillé et le conseille encore. Allez le découvrir !!!",13/09/2015,5,POSITIVE,0.9619529210465101
2,"Restaurant ""Les Cornichons"", voilà un nom facile à retenir . En tout cas plus facile à retenir qu'à trouver . Situé derrière la Mairie de Reims, loin du boulevard à Restaurant, cet endroit vous ravira; et ceux pour plusieurs atouts... On aime déjà l'accueil . Que ce soit le boss ou les autres personnes en service, c'est la bonne humeur et la convivialité qui règnent ici . Mine de rien, c'est un plaisir de rentrer dans un lieu comme celui la .  Après l'accueil très bon, c'est la déco. Très sympa . Style vintage mais classe. On aime les sièges repliables style salle de cinema . Vient ensuite les plats . Choix à la carte ou plutôt à l'ardoise . Ici pas de carte. L'ardoise vient à vous. Quelques entrées, plats et desserts y sont présents. Un choix que certains trouveront restreints mais qui en dit long sur la fraîcheur des produits . Il n'est pas rare d'entendre en fin de soirée :""plus de jambon"". Le plat est tout de suite rayé de l'ardoise . Un gage de plus de qualité . On appréciera aussi le vin au verre. Vin qui vous sera servi devant vous avec la bouteille. Peu de suspicion de vin en cubi.  On appréciera aussi l'anglais bien parlé par l'un des serveurs . Un plus pour nos amis anglo-saxons. Pour finir, l'addition : très raisonnable au vu de la qualité de la restauration . Un très bon moment passé ici. A vraiment tester!",29/08/2015,5,POSITIVE,0.9366835581491021
2,"Les cornichons, bistro sympathique de quartier tout près de la mairie. Des plats typiques de brasserie avec une touche d'originalité. Les plats proposés restent classiques, avec quelques touches d'originalité comme le tartare proposé en 3 version dont une version ""chèvre-miel"" pour laquelle j'ai craqué ... malheureusement, le tartare était moyennement assaisonné, on sentait le chèvre, le miel pas trop ... j'étais quand même content, c'était original et audacieux, mais au final ce n'était pas si top que ça, ce qui me fait baisser la note. Par contre, un de mes comparses avait choisi l'onglet avec une croûte de romarin ... si la cuisson était tout juste un peu trop cuite pour du saignant, cette croûte au romarin était très surprenante et là, ce plat était top niveau épices, assaisonnement ... bref, je le recommande cet onglet ! Et coté dessert, j'ai choisi le parfait au nutella .... il est été tout simplement, wait for it .... wait ..... parfait ! Coté boisson, c'est assez bof niveau bière proposée, par contre ils ont le choix en champagne .... bah oui, on est à Reims bordel ! Coté service, rien à redire ... quoique vers la fin, on s'est senti un peu oublié, mais pour le reste ça allait ... Ah d'ailleurs, le nom du restaurant provient du surnom des rémois : ""les cornichons"" et je l'ai appris lors de ma visite dans ce restaurant, alors que je suis originaire de la région, j'ai grandi pas si loin de Reims, c'est la première fois que j'en entend parlé .... enfin pour moi, des cornichons, ça reste et ça restera des cornichons ... des gens pas très aidés, peu éclairés dans leur tête ... et au final, je me dis que ça ne leur va pas si mal aux rémois comme surnom, ça se tient ! :D",20/07/2015,3,POSITIVE,0.5178928487101572
2,Un restau super sympa ou on se sent bien et ou on mange bien.  L'ambiance change de celle de la place d'Erlon..........,04/05/2015,4,POSITIVE,0.9367203692245426
2,"Central, terrasse agréable, plein centre. Repas qualité banale malgré de la recherche sur la carte. Le problème a été la lenteur du service. Personnel très sympathique. Un peu a l'étroit.",29/11/2014,3,NEGATIVE,0.8442584184531571
2,"Un petit resto original et très sympathique, un peu en retrait et surtout fréquenté par des habitués.  La carte est simple, change régulièrement et propose des plats de saison. On sent la cuisine maison, le burger que j'avais choisi était vraiment excellent et sans doute l'un des meilleurs que j'ai pu manger à Reims. Nous y retournerons avec plaisir !",03/08/2014,5,POSITIVE,0.9499510705341337
3,"Délicieux ! Des plats frais, savoureux et originaux. Le mélange des saveurs est parfait. Toutefois, ce qui est avant tout souligné  est la cuisson à la vapeur. C'est dommage car cela pourrait en rebuter quelques uns, y associant immediatement l'idee de regime/minceur. Or, plus que ça, c'est une cuisine inventive et goûtue qu'il faudrait mettre en avant. Gros bémol néanmoins sur la décoration. . Les murs blancs et froids font un peu hôpital.",10/08/2016,4,POSITIVE,0.9278803921879859
3,"Comme @Augustin D, je n'ai absolument rien à Redire sur Vapeurs et Gourmandises, à part que c'était absolument surprenant et délicieux. Super Vegan Friendly si vous appelez à l'avance pour demander un panier spécial légume. Des paniers gourmands vapeurs que j'aurai du mal à décrire, mais quelle goût !  La carte est étonnante, les prix corrects, et même si vous ne pouvez peut être pas le voir sur les photos, c'est très complet: on n'a presque plus faim pour le dessert! Super service. Le seul hic pour moi: la déco hyper hermétique style cantine de la salle: un peu dommage car pas super romantique.  Autrement foncez : l'un des restos où je me suis le plus régalée depuis que j'habite à Reims.",19/11/2015,5,POSITIVE,0.9559787857294795
3,"Rien à redire, une carte originale qui saura séduire tous les goûts et un savoir faire dans la préparation maîtrisé à la perfection. Côté design, c'est assez moderne avec des tables hautes et des tables basses. Un prix très abordable pour la qualité proposée. Il faut compter 20-25 euros par personne pour un plat et un dessert + café. J'y retournerai",21/09/2015,5,POSITIVE,0.923902305871895
3,"Très bonne cuisine, beaucoup de saveur, beaucoup de choix, nous avons adoré Très bon concept, nous avons aimé la diversité des plats, la rapidité de cuisson, le choix des féculents, légumes et poisson, viande, les aromates viennent sublimer les paniers, de plus le décor est zen, les personnes sont très agréables, à recommander.",23/03/2013,5,POSITIVE,0.9670989068621513
3,New Nouveau concept à Reims - la cuisine à la vapeur - excellent pour la santé et pour préserver la saveur des aliments - rapide d exécution ce type de cuisine est novatrice - le cadre est un peu froid car tout blanc - mais correspond bien au style de ce restaurant - a recommander - prix très raisonnable.,26/01/2013,4,POSITIVE,0.8987373383747848
3,"Ca reveille les papilles ! Je suis allé pour la première fois à"" Vapeur et gourmandises"" et ce ne sera pas la dernière j'ai découvert une cuisine qui fait respirer les plats, c'est la première fois que je prend autant de plaisir à sentir mon assiete au restaurant. un tres bon choix sur les mélanges de produits, des prix très sympa et simple. Un service rapide, sympa et qui a l'air heureux de faire plaisir. bref j'ai passé un très bon moment!",21/12/2012,4,POSITIVE,0.9612550677171148
3,"Nouveau concept à découvrir Un rapport qualité prix imbattable, dans un nouveau concept de panier vapeur à base de produits frais et variés. Un plat à base de Saint Jacques pour 10€, c'est presque du jamais vu... Carte imaginative et surtout saine! A recommander, surtout que le cadre est design et sympa. Un gros bémol cependant pour la musique, qui ne va pas trop avec le cadre (variété française un peu forte alors qu'on s'attendrait plus à une musique d'ambiance...).",05/10/2012,4,POSITIVE,0.9222515582858902
3,"Frais et goûteux ! De passage à Reims pour le week-end, on est allé dîner à Vapeurs & Gourmandises. C'est un nouveau resto de cuisine à la vapeur - on choisit des petits plats (en présentation à l'entrée) et après une cuisson à haute pression dans un four géant, on déguste des saveurs fraiches et exotiques ! On a pris un filet de rouget aux légumes et un poulet curry aux amendes. Résultat magique - c'était hyper rapide et super frais !",30/09/2012,4,POSITIVE,0.9262403076268519
4,"4 étoiles, même si le jour de notre visite le service est un peu parti en sucette. 4 étoiles parce que nous avons très bien mangé, pour un prix raisonnable. Mon mari avait choisi un tartare poelé, absolument délicieux et je m'étais composé une assiette de palourdes, amandes et couteaux d'une fraîcheur incroyable. Vin correct et très bon marché. Terrasse. Sanitaires propres. Excuses (spontanées) du serveur pour le service (très très lent). Nous y retournerons lors de notre prochain passage à Reims.",05/09/2016,4,POSITIVE,0.9360083195825001
4,"Cette immense brasserie est décorée selon un style année 70 chic et  chaleureux. La carte propose des fruits de mer, de la viande des classiques de brasserie.  J'ai pris un porc à l'Andalouse, la viande était très bonne mais la sauce grasse c'est dommage. Les pâtes étaient bien sans plus. Sans couteau à viande c'était assez difficile à couper.... En dessert j'ai pris un crumble aux pêches, bon sans plus. J'ai goûté les frites dans l'assiette de mon voisin, elles étaient également très grasses. Le service n'est pas très rapide, pourtant il y a beaucoup de serveurs mais les plats mettent du temps à arriver. Menu du jour entrée plat ou plat dessert à 14.9 euros. Les prix montent vite si vous choisissez des fruits de mer et du champagne.",25/06/2016,3,NEGATIVE,0.6983416752808378
4,"Carte variée Choix sur la carte, bonne cuisine et bon service. Evitez la terrasse côté place d'Erlon et demandez plutôt une table dans le patio, s'il en reste une, très agréable un soir d'été.",29/08/2012,4,POSITIVE,0.7745165589157517
4,"super restaurant, très bon accueil. Nous y avons mangé 2 fois et n'avons pas été déçu. Les tarifs sont en rapport avec la qualité des plats et ne sont pas prohibitifs. A recommander à tous!!! Si vous devez choisir un restaurant, celui-ci est sans nul doute le meilleur de la place d'Erlon!!!",09/08/2012,5,POSITIVE,0.9613661675687661
4,"A essayer sans hésiter Déco années 70 très sympa sans être kitch, le service est efficace et rapide. Quand aux plats ils sont toujours très bons, c'est relativement simple mais très fin, la carte est variée. Les prix ne sont pas donnés, mais ça vaut le coup d'y aller.",31/05/2012,4,POSITIVE,0.9422250127368731
4,"La choucroute au champagne de Reims est réputée, nous avons donc dîné hier dans cette brasserie, bien située en plein centre. Nous avons commandé deux choucroutes, l'une à 11 euros, La choucroute de la paix, si je me souviens bien et une Choucroute de la mer à 19 euros. La garniture est très bien mais le chou quelconque et hyper salé. Je n'ai pas pu le finir. Ma compagne a tout laissé. J'ai eu l'occasion de déguster de la choucroute au champagne à Paris, délicieuse et légère mais là, nous en sommes très loin. Un bon point pour finir, les deux cafés gourmands étaient très bien. Service sérieux et rapide. Terrasse agréable. C'est vraiment dommage, le chou a tout gâché.",16/08/2011,2,NEGATIVE,0.9351710375400117
4,tres sympa on mange vite et c est bon situe en plein milieu de a rue pietonne c est un lieu de qualite,12/04/2011,3,POSITIVE,0.9236027110531229
4,"très bonne soirée , cadre et accueil de bon niveau . penser a réserver le samedi soir . beaucoup d'espace entre les tables , très bien assis , cadre contemporain agréable , les plats sont de bonne qualités , la serveuse au petit soin , a bientôt",12/03/2011,4,POSITIVE,0.9285451067964634
4,"Produits de qualité, prix raisonnables et serveur a l'écoute me suffisent pour donner ces 4 étoiles. Nous ne sommes pas dans un restaurant de maître mais l'équipe semble efficace.  A essayer ! Absolument",28/11/2010,4,POSITIVE,0.9379325978988962
4,Un petit Tartare en moins d'une demi heure c'est parfait quand on est pressé. Très bon service et ambiance sympa.,01/10/2010,5,POSITIVE,0.7011019448945228
4,"Adresse découverte très recemment, hier midi pour être précis. Ca me tentait depuis quelques temps, à l'occasion d'un rendez vous sur Reims j'ai testé. Très bien située sur la Place d'Erlon, coeur central de Reims, le restaurant offre une belle capacité, et une jolie terrasse. L'ambiance y est résolument moderne, propre et très bien concue. La carte est assez énorme, impossible de ne pas trouver quelquechose qui vous convient! La qualité est très bonne, on regrette qu'il n'y en ai pas plus! Le service est assez agréable et attentif. Je vous le conseil sans hésiter. A bientot!",15/06/2010,4,POSITIVE,0.9437306176250505
4,Délicieux... Nous sommes venus par hasard dans ce restaurant. Le repas était super mais la décoration rapellait trop les années 70 à mes parents. Au final nous nous sommes bien rempli l'estomac de pleins de bonnes choses !!,26/12/2009,4,POSITIVE,0.8937532178274142
4,"Brasserie moderne Rien que le logo de l'enseigne préfigure une inclination pour les poissons. L'écaillier est présent et la carte de la mer est de taille. Nous nous rendons dans ce restaurant lors d'un WE champenois. La salle est comble à 13H45, l'accueil est agréable, on sent le service prêt à opérer. La déco est tendance: tables classiques, tables hautes+tabourets, lumières contrastées, couleurs vives et sombres en guise de nuance, le propriétaire a actualisé autour de la déco une carte de bistrot de la mer classique. La salade périgourdine et les profiteroles étaient bonnes, petit écueil sur le fois gras de la salade servi trop froid donc trop ferme. Les crevettes et le riz tenaient la route, les ïles flottantes un peu moins à cause d'un sucre cristallisé trop épais sur le dessus. L'établissement propose également des choucroutes qui présentaient plutôt bien. L'addition est honnête, 50 euros à deux, ce sont les prix parisiens d'un établissement équivalent.",18/02/2009,4,POSITIVE,0.6742560386522938
4,"Anciennement la taverne de maitre kanter, le café de la paix ( qui est en fait le même batiment que l'hotel du même nom ) est un restaurant tout neuf qui allie un mélange de mets divers et variés ( viande, fruits de mer FRAIS, poisson, ...) avec déco moderne, personnel sympa, cadre chaleureux. Je recommande vivement. Même le prix est raisonnnable.",12/01/2009,4,POSITIVE,0.935840291709327
4,"Une décoration moderne, une cuisine classique et une note salée ! De passage à Reims, nous avons dîné un vendredi au Café de La Paix, attirés par la décoration et la carte. Nous n'avons pas été déçus... malgré la coupure générale d'électricité en fin de repas... coupure qui a concerné tout une partie de la place d'Erlon. L'accueil a été professionnel, le service chaleureux et efficace tout en étant compétent. Les plats étaient bien cuisinés; servis chauds. La carte des vins est riche de références; nous avons opté pour un champagne rosé qui ne nous a pas déçus ! La note reste un petit peu élevée... mais en tout cas le plaisir a été au rendez-vous... à l'exception de quelques convives dont les téléphones portables ont été bruyants... dommage ! Si vous n'avez pas encore testé le Café de La Paix, allez-y, vous m'en direz des nouvelles !",01/11/2008,4,POSITIVE,0.8864802121480412
